FridayWeekStock,Cases per Week,Close,Ticker
2018-12-28,0,89.14999771118164,BMO
2019-01-04,0,91.03400115966797,BMO
2019-01-11,0,93.95800018310547,BMO
2019-01-18,0,96.72000122070312,BMO
2019-01-25,0,96.9760009765625,BMO
2019-02-01,0,96.85,BMO
2019-02-08,0,97.39400024414063,BMO
2019-02-15,0,98.45250129699707,BMO
2019-02-22,0,101.0260025024414,BMO
2019-03-01,0,103.51400146484374,BMO
2019-03-08,0,102.4739990234375,BMO
2019-03-15,0,103.26799926757812,BMO
2019-03-22,0,100.8520004272461,BMO
2019-03-29,0,101.62200012207032,BMO
2019-04-05,0,102.23199920654297,BMO
2019-04-12,0,104.26400146484374,BMO
2019-04-19,0,105.44499969482422,BMO
2019-04-26,0,105.89600219726563,BMO
2019-05-03,0,105.60800170898438,BMO
2019-05-10,0,103.58400115966796,BMO
2019-05-17,0,103.49499893188477,BMO
2019-05-24,0,101.95799865722657,BMO
2019-05-31,0,99.09400024414063,BMO
2019-06-07,0,99.21800079345704,BMO
2019-06-14,0,100.08399963378906,BMO
2019-06-21,0,99.11600036621094,BMO
2019-06-28,0,99.87249946594238,BMO
2019-07-05,0,100.57400054931641,BMO
2019-07-12,0,99.38399963378906,BMO
2019-07-19,0,99.23600158691406,BMO
2019-07-26,0,99.21199951171874,BMO
2019-08-02,0,95.65999794006348,BMO
2019-08-09,0,93.89599914550782,BMO
2019-08-16,0,93.20800170898437,BMO
2019-08-23,0,90.83199920654297,BMO
2019-08-30,0,90.90999984741211,BMO
2019-09-06,0,94.35600128173829,BMO
2019-09-13,0,96.80800018310546,BMO
2019-09-20,0,96.9479995727539,BMO
2019-09-27,0,96.70200042724609,BMO
2019-10-04,0,95.81200103759765,BMO
2019-10-11,0,96.98000144958496,BMO
2019-10-18,0,97.42200012207032,BMO
2019-10-25,0,98.19400024414062,BMO
2019-11-01,0,99.1259994506836,BMO
2019-11-08,0,100.60599975585937,BMO
2019-11-15,0,101.34199829101563,BMO
2019-11-22,0,101.66600036621094,BMO
2019-11-29,0,100.06800079345703,BMO
2019-12-06,0,100.07400054931641,BMO
2019-12-13,0,101.71399993896485,BMO
2019-12-20,0,101.51333363850911,BMO
2019-12-27,0,100.80500030517578,BMO
2020-01-03,0,100.7999984741211,BMO
2020-01-10,0,102.53999938964844,BMO
2020-01-17,0,104.06399993896484,BMO
2020-01-24,3,103.6,BMO
2020-01-31,4,101.41000061035156,BMO
2020-02-07,0,102.12200012207032,BMO
2020-02-14,2,101.36249923706055,BMO
2020-02-21,5,97.36999969482422,BMO
2020-02-28,33,90.44600067138671,BMO
2020-03-06,110,73.2760009765625,BMO
2020-03-13,705,62.597998809814456,BMO
2020-03-20,3168,64.45,BMO
2020-03-27,7239,68.1239990234375,BMO
2020-04-03,9481,71.93399810791016,BMO
2020-04-10,9341,70.85499954223633,BMO
2020-04-17,12002,67.97200012207031,BMO
2020-04-24,11118,70.83999786376953,BMO
2020-05-01,11682,67.98800048828124,BMO
2020-05-08,8568,66.26599960327148,BMO
2020-05-15,7835,64.7849988937378,BMO
2020-05-22,7188,67.95,BMO
2020-05-29,5211,71.1219985961914,BMO
2020-06-05,3808,75.90399932861328,BMO
2020-06-12,2688,75.71799926757812,BMO
2020-06-19,2410,74.96399841308593,BMO
2020-06-26,2151,71.64249992370605,BMO
2020-07-03,2039,72.16399841308593,BMO
2020-07-10,2456,74.19199981689454,BMO
2020-07-17,3410,74.61999969482422,BMO
2020-07-24,3143,74.47200012207031,BMO
2020-07-31,2746,73.74750137329102,BMO
2020-08-07,2673,77.1740005493164,BMO
2020-08-14,2639,77.23999938964843,BMO
2020-08-21,2899,80.15800018310547,BMO
2020-08-28,3723,82.1740005493164,BMO
2020-09-04,4430,80.5200023651123,BMO
2020-09-11,5944,80.91000061035156,BMO
2020-09-18,8226,78.61600036621094,BMO
2020-09-25,11442,78.13199920654297,BMO
2020-10-02,15024,80.03000030517578,BMO
2020-10-09,16169,81.28000068664551,BMO
2020-10-16,17421,81.26199951171876,BMO
2020-10-23,19393,82.19600067138671,BMO
2020-10-30,23597,81.0259994506836,BMO
2020-11-06,30434,85.59199829101563,BMO
2020-11-13,33179,90.36000061035156,BMO
2020-11-20,37345,95.93399963378906,BMO
2020-11-27,43172,96.34199981689453,BMO
2020-12-04,45798,97.78600158691407,BMO
2020-12-11,46571,97.14600067138672,BMO
2020-12-18,46512,96.89200134277344,BMO
2020-12-25,46261,96.8433329264323,BMO
2021-01-01,53718,97.47249794006348,BMO
2021-01-08,53765,99.6280014038086,BMO
2021-01-15,42546,100.02200012207031,BMO
2021-01-22,34659,97.79400024414062,BMO
2021-01-29,27636,96.29000091552734,BMO
2021-02-05,23426,97.47599792480469,BMO
2021-02-12,20339,98.71999931335449,BMO
2021-02-19,20725,104.33600006103515,BMO
2021-02-26,20176,106.27000122070312,BMO
2021-03-05,21361,109.05400085449219,BMO
2021-03-12,23091,110.40400085449218,BMO
2021-03-19,28714,110.95600128173828,BMO
2021-03-26,36355,112.73399810791015,BMO
2021-04-02,48120,113.72249984741211,BMO
2021-04-09,60680,114.66199951171875,BMO
2021-04-16,59119,113.85599975585937,BMO
2021-04-23,55269,116.77400054931641,BMO
2021-04-30,54212,116.1740005493164,BMO
2021-05-07,47091,117.73999786376953,BMO
2021-05-14,35032,121.93399963378906,BMO
2021-05-21,23628,124.77750015258789,BMO
2021-05-28,16370,127.39800262451172,BMO
2021-06-04,10835,127.76399993896484,BMO
2021-06-11,7984,127.61399993896484,BMO
2021-06-18,5390,127.75200042724609,BMO
2021-06-25,4062,127.34749794006348,BMO
2021-07-02,3490,126.58199920654297,BMO
2021-07-09,3045,126.52999877929688,BMO
2021-07-16,2856,123.66600036621094,BMO
2021-07-23,4481,125.37000122070313,BMO
2021-07-30,6527,124.3125,BMO
2021-08-06,11328,127.81800079345703,BMO
2021-08-13,15504,127.83199768066406,BMO
2021-08-20,19695,129.1779998779297,BMO
2021-08-27,24386,126.64600067138672,BMO
2021-09-03,26421,128.2350025177002,BMO
2021-09-10,30656,128.26200103759766,BMO
2021-09-17,30093,126.63600006103516,BMO
2021-09-24,30438,128.15599975585937,BMO
2021-10-01,26597,128.38399963378907,BMO
2021-10-08,22206,130.13999557495117,BMO
2021-10-15,19732,133.66599731445314,BMO
2021-10-22,16338,137.27000122070314,BMO
2021-10-29,15665,136.18199768066407,BMO
2021-11-05,17561,139.03800048828126,BMO
2021-11-12,16819,139.66600036621094,BMO
2021-11-19,18204,139.48800048828124,BMO
2021-11-26,21107,135.0999969482422,BMO
2021-12-03,10943,137.93499755859375,BMO
