FridayWeekStock,Cases per Week,Close,Ticker
2018-12-28,0,0.45749999582767487,WELL
2019-01-04,0,0.4319999933242798,WELL
2019-01-11,0,0.42699999213218687,WELL
2019-01-18,0,0.4189999997615814,WELL
2019-01-25,0,0.4300000011920929,WELL
2019-02-01,0,0.4449999928474426,WELL
2019-02-08,0,0.46299999952316284,WELL
2019-02-15,0,0.5075000002980232,WELL
2019-02-22,0,0.5099999904632568,WELL
2019-03-01,0,0.556000006198883,WELL
2019-03-08,0,0.550000011920929,WELL
2019-03-15,0,0.5720000028610229,WELL
2019-03-22,0,0.606000018119812,WELL
2019-03-29,0,0.6660000085830688,WELL
2019-04-05,0,0.6399999856948853,WELL
2019-04-12,0,0.6320000052452087,WELL
2019-04-19,0,0.6399999856948853,WELL
2019-04-26,0,0.6540000081062317,WELL
2019-05-03,0,0.6639999985694885,WELL
2019-05-10,0,0.6639999985694885,WELL
2019-05-17,0,0.7000000029802322,WELL
2019-05-24,0,0.7039999961853027,WELL
2019-05-31,0,0.7739999890327454,WELL
2019-06-07,0,0.9199999928474426,WELL
2019-06-14,0,0.9240000009536743,WELL
2019-06-21,0,0.9120000004768372,WELL
2019-06-28,0,0.9724999964237213,WELL
2019-07-05,0,1.5220000267028808,WELL
2019-07-12,0,1.6240000009536744,WELL
2019-07-19,0,1.6940000295639037,WELL
2019-07-26,0,1.637999987602234,WELL
2019-08-02,0,1.637499988079071,WELL
2019-08-09,0,1.6220000028610229,WELL
2019-08-16,0,1.694000005722046,WELL
2019-08-23,0,1.6579999923706055,WELL
2019-08-30,0,1.625,WELL
2019-09-06,0,1.5859999895095824,WELL
2019-09-13,0,1.6359999895095825,WELL
2019-09-20,0,1.5960000038146973,WELL
2019-09-27,0,1.4839999675750732,WELL
2019-10-04,0,1.2699999809265137,WELL
2019-10-11,0,1.3400000035762787,WELL
2019-10-18,0,1.3166666428248088,WELL
2019-10-25,0,1.387999987602234,WELL
2019-11-01,0,1.4059999704360961,WELL
2019-11-08,0,1.3980000019073486,WELL
2019-11-15,0,1.393999981880188,WELL
