FridayWeekStock,Cases per Week,Close,Ticker
2018-12-28,0,181.01000213623047,SHOP
2019-01-04,0,192.48400268554687,SHOP
2019-01-11,0,203.8679992675781,SHOP
2019-01-18,0,210.06000061035155,SHOP
2019-01-25,0,214.03599853515624,SHOP
2019-02-01,0,227.3299987792969,SHOP
2019-02-08,0,231.48399963378907,SHOP
2019-02-15,0,237.0775032043457,SHOP
2019-02-22,0,246.297998046875,SHOP
2019-03-01,0,251.54400024414062,SHOP
2019-03-08,0,268.8019989013672,SHOP
2019-03-15,0,271.71800537109374,SHOP
2019-03-22,0,270.4719970703125,SHOP
2019-03-29,0,270.6059997558594,SHOP
2019-04-05,0,271.8240051269531,SHOP
2019-04-12,0,290.12000732421876,SHOP
2019-04-19,0,297.7449951171875,SHOP
2019-04-26,0,320.5480041503906,SHOP
2019-05-03,0,352.5880065917969,SHOP
2019-05-10,0,351.08399658203126,SHOP
2019-05-17,0,368.3499984741211,SHOP
2019-05-24,0,374.0580078125,SHOP
2019-05-31,0,377.0659973144531,SHOP
2019-06-07,0,408.8239990234375,SHOP
2019-06-14,0,418.96799926757814,SHOP
2019-06-21,0,398.02000732421874,SHOP
2019-06-28,0,406.7925033569336,SHOP
2019-07-05,0,416.6499938964844,SHOP
2019-07-12,0,419.70799560546874,SHOP
2019-07-19,0,435.3279968261719,SHOP
2019-07-26,0,429.65599365234374,SHOP
2019-08-02,0,451.89500427246094,SHOP
2019-08-09,0,480.02399291992185,SHOP
2019-08-16,0,498.6859985351563,SHOP
2019-08-23,0,524.3860046386719,SHOP
2019-08-30,0,514.0600051879883,SHOP
2019-09-06,0,469.2220031738281,SHOP
2019-09-13,0,439.16600341796874,SHOP
2019-09-20,0,412.5220031738281,SHOP
2019-09-27,0,415.67799682617186,SHOP
2019-10-04,0,426.75999755859374,SHOP
2019-10-11,0,438.60750579833984,SHOP
2019-10-18,0,406.5539978027344,SHOP
2019-10-25,0,415.9199951171875,SHOP
2019-11-01,0,395.2200012207031,SHOP
2019-11-08,0,406.0299987792969,SHOP
2019-11-15,0,420.2239990234375,SHOP
2019-11-22,0,438.17400512695315,SHOP
2019-11-29,0,464.4200012207031,SHOP
2019-12-06,0,488.3299987792969,SHOP
2019-12-13,0,514.6639953613281,SHOP
2019-12-20,0,516.7433268229166,SHOP
2019-12-27,0,524.7299957275391,SHOP
2020-01-03,0,541.1460083007812,SHOP
2020-01-10,0,577.2580078125,SHOP
2020-01-17,0,605.297998046875,SHOP
2020-01-24,3,614.7680053710938,SHOP
2020-01-31,4,629.2039916992187,SHOP
2020-02-07,0,671.8320190429688,SHOP
2020-02-14,2,710.9299926757812,SHOP
2020-02-21,5,640.95,SHOP
2020-02-28,33,653.6800048828125,SHOP
2020-03-06,110,586.3660034179687,SHOP
2020-03-13,705,497.2199951171875,SHOP
2020-03-20,3168,586.5239990234375,SHOP
2020-03-27,7239,566.1160095214843,SHOP
2020-04-03,9481,551.1139953613281,SHOP
2020-04-10,9341,688.1900024414062,SHOP
2020-04-17,12002,861.8800048828125,SHOP
2020-04-24,11118,890.0140014648438,SHOP
2020-05-01,11682,962.016015625,SHOP
2020-05-08,8568,1044.3680053710937,SHOP
2020-05-15,7835,1081.8699951171875,SHOP
2020-05-22,7188,1091.88798828125,SHOP
2020-05-29,5211,1030.2559692382813,SHOP
2020-06-05,3808,985.9420043945313,SHOP
2020-06-12,2688,1096.13798828125,SHOP
2020-06-19,2410,1227.143994140625,SHOP
2020-06-26,2151,1298.2525024414062,SHOP
2020-07-03,2039,1376.99599609375,SHOP
2020-07-10,2456,1318.7020263671875,SHOP
2020-07-17,3410,1287.402001953125,SHOP
2020-07-24,3143,1335.083984375,SHOP
2020-07-31,2746,1426.3900146484375,SHOP
2020-08-07,2673,1336.1800048828125,SHOP
2020-08-14,2639,1339.652001953125,SHOP
2020-08-21,2899,1369.4820068359375,SHOP
2020-08-28,3723,1394.910009765625,SHOP
2020-09-04,4430,1242.1549987792969,SHOP
2020-09-11,5944,1195.1760009765626,SHOP
