FridayWeekStock,Cases per Week,Close,Ticker
2020-09-18,8226,1227.1760009765626,SHOP
2020-09-25,11442,1341.66796875,SHOP
2020-10-02,15024,1401.9520263671875,SHOP
2020-10-09,16169,1436.1549987792969,SHOP
2020-10-16,17421,1371.6900146484375,SHOP
2020-10-23,19393,1360.0240234375,SHOP
2020-10-30,23597,1266.5079833984375,SHOP
2020-11-06,30434,1228.3139892578124,SHOP
2020-11-13,33179,1216.3679931640625,SHOP
2020-11-20,37345,1298.5240234375,SHOP
2020-11-27,43172,1378.18798828125,SHOP
2020-12-04,45798,1366.252001953125,SHOP
2020-12-11,46571,1408.5880126953125,SHOP
2020-12-18,46512,1559.6479736328124,SHOP
2020-12-25,46261,1473.3766276041667,SHOP
2021-01-01,53718,1413.9250183105469,SHOP
2021-01-08,53765,1508.8060302734375,SHOP
2021-01-15,42546,1506.139990234375,SHOP
2021-01-22,34659,1472.606005859375,SHOP
2021-01-29,27636,1524.939990234375,SHOP
2021-02-05,23426,1780.0259765625,SHOP
2021-02-12,20339,1815.7525024414062,SHOP
2021-02-19,20725,1679.0059814453125,SHOP
2021-02-26,20176,1591.7900146484376,SHOP
2021-03-05,21361,1407.8240234375,SHOP
2021-03-12,23091,1427.1900146484375,SHOP
2021-03-19,28714,1408.0360107421875,SHOP
2021-03-26,36355,1360.2740234375,SHOP
2021-04-02,48120,1471.6849975585938,SHOP
2021-04-09,60680,1517.7920166015624,SHOP
2021-04-16,59119,1430.281982421875,SHOP
2021-04-23,55269,1469.9059814453126,SHOP
2021-04-30,54212,1386.42001953125,SHOP
2021-05-07,47091,1316.402001953125,SHOP
2021-05-14,35032,1377.2559814453125,SHOP
2021-05-21,23628,1490.6700134277344,SHOP
2021-05-28,16370,1484.377978515625,SHOP
2021-06-04,10835,1478.7280029296876,SHOP
2021-06-11,7984,1635.2999755859375,SHOP
2021-06-18,5390,1833.07197265625,SHOP
2021-06-25,4062,1827.1825256347656,SHOP
2021-07-02,3490,1855.0960205078125,SHOP
2021-07-09,3045,1853.9800048828124,SHOP
2021-07-16,2856,1921.0419921875,SHOP
2021-07-23,4481,1968.902001953125,SHOP
2021-07-30,6527,1916.7650146484375,SHOP
2021-08-06,11328,1903.1559814453126,SHOP
2021-08-13,15504,1877.0820068359376,SHOP
2021-08-20,19695,1910.38603515625,SHOP
2021-08-27,24386,1938.047998046875,SHOP
2021-09-03,26421,1917.0874938964844,SHOP
2021-09-10,30656,1863.8240234375,SHOP
2021-09-17,30093,1862.660009765625,SHOP
2021-09-24,30438,1764.6000244140625,SHOP
2021-10-01,26597,1694.6260009765624,SHOP
2021-10-08,22206,1722.6400146484375,SHOP
2021-10-15,19732,1819.8179931640625,SHOP
2021-10-22,16338,1740.10400390625,SHOP
2021-10-29,15665,1859.8360107421875,SHOP
2021-11-05,17561,1893.8179931640625,SHOP
2021-11-12,16819,2091.3919921875,SHOP
2021-11-19,18204,2059.2940185546877,SHOP
2021-11-26,21107,1934.4260009765626,SHOP
2021-12-03,10943,1816.6000366210938,SHOP
