FridayWeekStock,Cases per Week,Close,Ticker
2020-03-20,3168,52.86599960327148,BNS
2020-03-27,7239,55.21600112915039,BNS
2020-04-03,9481,55.83800048828125,BNS
2020-04-10,9341,54.207499504089355,BNS
2020-04-17,12002,53.50999908447265,BNS
2020-04-24,11118,55.38999938964844,BNS
2020-05-01,11682,53.27200012207031,BNS
2020-05-08,8568,52.02200012207031,BNS
2020-05-15,7835,51.03250026702881,BNS
2020-05-22,7188,54.85,BNS
2020-05-29,5211,57.305999755859375,BNS
2020-06-05,3808,59.89199981689453,BNS
2020-06-12,2688,58.35199966430664,BNS
2020-06-19,2410,56.439999389648435,BNS
2020-06-26,2151,55.67499923706055,BNS
2020-07-03,2039,55.41000061035156,BNS
2020-07-10,2456,56.283999633789065,BNS
2020-07-17,3410,56.264000701904294,BNS
2020-07-24,3143,55.487999725341794,BNS
2020-07-31,2746,55.58249855041504,BNS
2020-08-07,2673,57.982000732421874,BNS
2020-08-14,2639,56.90800018310547,BNS
2020-08-21,2899,56.475999450683595,BNS
2020-08-28,3723,55.99000015258789,BNS
2020-09-04,4430,55.20499897003174,BNS
2020-09-11,5944,55.295999908447264,BNS
2020-09-18,8226,54.4760009765625,BNS
2020-09-25,11442,55.315999603271486,BNS
2020-10-02,15024,56.25,BNS
2020-10-09,16169,56.14249897003174,BNS
2020-10-16,17421,55.90800018310547,BNS
2020-10-23,19393,55.815999603271486,BNS
2020-10-30,23597,56.08399963378906,BNS
2020-11-06,30434,59.997998809814455,BNS
2020-11-13,33179,62.155999755859376,BNS
2020-11-20,37345,64.26599884033203,BNS
2020-11-27,43172,65.12800064086915,BNS
2020-12-04,45798,67.91600036621094,BNS
2020-12-11,46571,68.23800048828124,BNS
2020-12-18,46512,68.1520004272461,BNS
2020-12-25,46261,68.75333404541016,BNS
2021-01-01,53718,68.28499984741211,BNS
2021-01-08,53765,68.78999786376953,BNS
2021-01-15,42546,70.38400115966797,BNS
2021-01-22,34659,69.26200103759766,BNS
2021-01-29,27636,69.02799835205079,BNS
2021-02-05,23426,70.60399932861328,BNS
2021-02-12,20339,71.0875015258789,BNS
2021-02-19,20725,73.93000030517578,BNS
2021-02-26,20176,75.96800079345704,BNS
2021-03-05,21361,78.35399932861328,BNS
2021-03-12,23091,79.01199951171876,BNS
2021-03-19,28714,78.42000122070313,BNS
2021-03-26,36355,79.21200103759766,BNS
2021-04-02,48120,78.21750068664551,BNS
2021-04-09,60680,77.86799926757813,BNS
2021-04-16,59119,77.29799957275391,BNS
2021-04-23,55269,78.22999877929688,BNS
2021-04-30,54212,78.63000030517578,BNS
2021-05-07,47091,78.98999938964843,BNS
2021-05-14,35032,79.54000091552734,BNS
2021-05-21,23628,79.99749946594238,BNS
2021-05-28,16370,81.38599853515625,BNS
2021-06-04,10835,81.06600036621094,BNS
2021-06-11,7984,81.15799865722656,BNS
2021-06-18,5390,79.80399932861329,BNS
2021-06-25,4062,80.58250045776367,BNS
2021-07-02,3490,79.48999938964843,BNS
2021-07-09,3045,79.11600036621094,BNS
2021-07-16,2856,77.66199798583985,BNS
2021-07-23,4481,78.1259994506836,BNS
2021-07-30,6527,78.21500015258789,BNS
2021-08-06,11328,80.45399932861328,BNS
2021-08-13,15504,80.50600128173828,BNS
2021-08-20,19695,80.03800048828126,BNS
2021-08-27,24386,78.49799957275391,BNS
2021-09-03,26421,78.1200008392334,BNS
2021-09-10,30656,78.19000091552735,BNS
2021-09-17,30093,77.39199981689453,BNS
2021-09-24,30438,78.5739990234375,BNS
2021-10-01,26597,77.86200103759765,BNS
2021-10-08,22206,78.63750076293945,BNS
2021-10-15,19732,80.81600036621094,BNS
2021-10-22,16338,82.42200012207032,BNS
2021-10-29,15665,82.21599884033203,BNS
2021-11-05,17561,82.75199890136719,BNS
2021-11-12,16819,82.88200073242187,BNS
2021-11-19,18204,83.0759994506836,BNS
2021-11-26,21107,81.9760009765625,BNS
2021-12-03,10943,84.34000015258789,BNS
